Copepod_species,Copepod_order,Copepod_family,Host_species,Host_order,Host_family,Host_genus,BodyShapeI.x,Fresh,Brack,Saltwater,DemersPelag,AnaCat,DepthRangeShallow,DepthRangeDeep,LongevityWild,Length.x,LTypeMaxM,Class,BodyShapeI.y
Neobomolochus elongatus,Cyclopoida,Bomolochidae,Epinephelus morio,Perciformes,Serranidae,Epinephelus,fusiform / normal,0,0,1,reef-associated,non-migratory,5,330,25,125,TL,Actinopteri,fusiform / normal
Neobomolochus elongatus,Cyclopoida,Bomolochidae,Opisthonema oglinum,Clupeiformes,Clupeidae,Opisthonema,fusiform / normal,0,0,1,reef-associated,NA,1,50,NA,38,TL,Actinopteri,fusiform / normal
Nothobomolochus atlanticus,Cyclopoida,Bomolochidae,Exocoetus volitans,Beloniformes,Exocoetidae,Exocoetus,elongated,0,0,1,pelagic-neritic,oceanodromous,0,20,NA,30,TL,Actinopteri,elongated
Nothobomolochus chilensis,Cyclopoida,Bomolochidae,Scomberesox saurus,Beloniformes,Scomberesocidae,Scomberesox,elongated,0,0,1,pelagic-oceanic,oceanodromous,0,30,NA,50,TL,Actinopteri,fusiform / normal
Nothobomolochus chilensis,Cyclopoida,Bomolochidae,Scomber scombrus,Scombriformes,Scombridae,Scomber,fusiform / normal,0,1,1,pelagic-neritic,oceanodromous,0,1000,17,60,FL,Actinopteri,fusiform / normal
Nothobomolochus cypseluri,Cyclopoida,Bomolochidae,Cypselurus oligolepis,Beloniformes,Exocoetidae,Cypselurus,elongated,0,0,1,pelagic-neritic,oceanodromous,0,20,NA,27.70000076,TL,Actinopteri,elongated
Nothobomolochus cypseluri,Cyclopoida,Bomolochidae,Cheilopogon unicolor,Beloniformes,Exocoetidae,Cheilopogon,elongated,0,0,1,pelagic-neritic,oceanodromous,0,10,NA,38,TL,Actinopteri,elongated
Nothobomolochus digitatus,Cyclopoida,Bomolochidae,Strongylura leiura,Beloniformes,Belonidae,Strongylura,elongated,0,1,1,reef-associated,oceanodromous,0,3,NA,100,TL,Actinopteri,elongated
Nothobomolochus digitatus,Cyclopoida,Bomolochidae,Tylosurus punctulatus,Beloniformes,Belonidae,Tylosurus,eel-like,0,0,1,reef-associated,NA,0,NA,NA,58.29999924,SL,Actinopteri,elongated
Nothobomolochus digitatus,Cyclopoida,Bomolochidae,Strongylura strongylura,Beloniformes,Belonidae,Strongylura,elongated,0,1,1,pelagic-neritic,NA,5,25,NA,40,SL,Actinopteri,elongated
Nothobomolochus digitatus,Cyclopoida,Bomolochidae,Tylosurus crocodilus,Beloniformes,Belonidae,Tylosurus,elongated,0,0,1,reef-associated,oceanodromous,0,13,NA,150,TL,Actinopteri,elongated
Nothobomolochus elegans,Cyclopoida,Bomolochidae,Scomberesox saurus,Beloniformes,Scomberesocidae,Scomberesox,elongated,0,0,1,pelagic-oceanic,oceanodromous,0,30,NA,50,TL,Actinopteri,fusiform / normal
Nothobomolochus exocoeti,Cyclopoida,Bomolochidae,Exocoetus volitans,Beloniformes,Exocoetidae,Exocoetus,elongated,0,0,1,pelagic-neritic,oceanodromous,0,20,NA,30,TL,Actinopteri,elongated
Nothobomolochus fradei,Cyclopoida,Bomolochidae,Sardinella maderensis,Clupeiformes,Clupeidae,Sardinella,fusiform / normal,0,1,1,pelagic,oceanodromous,0,80,NA,30,SL,Actinopteri,fusiform / normal
Nothobomolochus fradei,Cyclopoida,Bomolochidae,Sardinops sagax,Clupeiformes,Clupeidae,Sardinops,fusiform / normal,0,0,1,pelagic-neritic,oceanodromous,0,200,25,39.5,SL,Actinopteri,fusiform / normal
Nothobomolochus gibber,Cyclopoida,Bomolochidae,Ablennes hians,Beloniformes,Belonidae,Ablennes,elongated,0,1,1,reef-associated,oceanodromous,0,3,NA,140,TL,Actinopteri,elongated
Nothobomolochus gibber,Cyclopoida,Bomolochidae,Strongylura leiura,Beloniformes,Belonidae,Strongylura,elongated,0,1,1,reef-associated,oceanodromous,0,3,NA,100,TL,Actinopteri,elongated
Nothobomolochus gibber,Cyclopoida,Bomolochidae,Euleptorhamphus viridis,Beloniformes,Hemiramphidae,Euleptorhamphus,eel-like,0,0,1,pelagic-oceanic,oceanodromous,0,1,NA,53,TL,Actinopteri,elongated
Nothobomolochus gibber,Cyclopoida,Bomolochidae,Tylosurus crocodilus,Beloniformes,Belonidae,Tylosurus,elongated,0,0,1,reef-associated,oceanodromous,0,13,NA,150,TL,Actinopteri,elongated
Nothobomolochus gibber,Cyclopoida,Bomolochidae,Belone belone,Beloniformes,Belonidae,Belone,elongated,0,1,1,pelagic-oceanic,oceanodromous,0,NA,NA,104,TL,Actinopteri,elongated
Nothobomolochus gibber,Cyclopoida,Bomolochidae,Belone svetovidovi,Beloniformes,Belonidae,Belone,elongated,0,0,1,pelagic-oceanic,NA,0,NA,NA,41.79999924,TL,Actinopteri,elongated
Nothobomolochus multispinosus,Cyclopoida,Bomolochidae,Dussumieria acuta,Clupeiformes,Dussumieriidae,Dussumieria,fusiform / normal,1,1,1,pelagic-neritic,NA,10,20,NA,20,SL,Actinopteri,elongated
Nothobomolochus ovalis,Cyclopoida,Bomolochidae,Siganus stellatus,Acanthuriformes,Siganidae,Siganus,short and / or deep,0,0,1,reef-associated,NA,1,NA,NA,40,TL,Actinopteri,short and / or deep
Nothobomolochus oxyporhamphi,Cyclopoida,Bomolochidae,Oxyporhamphus micropterus,Beloniformes,Hemiramphidae,Oxyporhamphus,elongated,0,0,1,pelagic-oceanic,oceanodromous,0,1,NA,18.5,SL,Actinopteri,elongated
Nothobomolochus paruchini,Cyclopoida,Bomolochidae,Exocoetus volitans,Beloniformes,Exocoetidae,Exocoetus,elongated,0,0,1,pelagic-neritic,oceanodromous,0,20,NA,30,TL,Actinopteri,elongated
Nothobomolochus sagaxi,Cyclopoida,Bomolochidae,Sardinops sagax,Clupeiformes,Clupeidae,Sardinops,fusiform / normal,0,0,1,pelagic-neritic,oceanodromous,0,200,25,39.5,SL,Actinopteri,fusiform / normal
Nothobomolochus thambus,Cyclopoida,Bomolochidae,Konosirus punctatus,Clupeiformes,Clupeidae,Konosirus,fusiform / normal,0,1,1,pelagic-neritic,oceanodromous,NA,NA,NA,32,TL,Actinopteri,fusiform / normal
Nothobomolochus thambus,Cyclopoida,Bomolochidae,Odontamblyopus lacepedii,Gobiiformes,Gobiidae,Odontamblyopus,fusiform / normal,0,1,1,benthopelagic,NA,NA,NA,NA,30.29999924,SL,Actinopteri,elongated
Nothobomolochus trichiuri,Cyclopoida,Bomolochidae,Trichiurus lepturus,Scombriformes,Trichiuridae,Trichiurus,eel-like,0,1,1,benthopelagic,amphidromous,0,589,15,234,TL,Actinopteri,eel-like
Nothobomolochus vervoorti,Cyclopoida,Bomolochidae,Ilisha elongata,Clupeiformes,Pristigasteridae,Ilisha,fusiform / normal,0,1,1,pelagic-neritic,NA,5,NA,NA,60,TL,Actinopteri,fusiform / normal
Holobomolochus chilensis,Cyclopoida,Bomolochidae,Hippoglossina macrops,Pleuronectiformes,Paralichthyidae,Hippoglossina,short and / or deep,0,0,1,demersal,NA,35,600,NA,NA,NA,Actinopteri,short and / or deep
Holobomolochus chilensis,Cyclopoida,Bomolochidae,Auchenionchus variolosus,Blenniiformes,Labrisomidae,Auchenionchus,fusiform / normal,0,0,1,demersal,NA,NA,NA,NA,18,TL,Actinopteri,elongated
Holobomolochus chilensis,Cyclopoida,Bomolochidae,Gobiesox marmoratus,Gobiesociformes,Gobiesocidae,Gobiesox,elongated,0,0,1,demersal,NA,NA,NA,NA,8.899999619,TL,Actinopteri,elongated
Holobomolochus vervoorti,Cyclopoida,Bomolochidae,Microspathodon chrysurus,Ovalentaria incertae sedis,Pomacentridae,Microspathodon,short and / or deep,0,0,1,reef-associated,non-migratory,0,120,NA,21,TL,Actinopteri,short and / or deep
Holobomolochus wilsoni,Cyclopoida,Bomolochidae,Hypsypops rubicundus,Ovalentaria incertae sedis,Pomacentridae,Hypsypops,short and / or deep,0,0,1,reef-associated,non-migratory,0,30,20,30,SL,Actinopteri,short and / or deep
Holocolax longisetus,Cyclopoida,Bomolochidae,Nemipterus zysron,Eupercaria incertae sedis,Nemipteridae,Nemipterus,fusiform / normal,0,0,1,demersal,non-migratory,10,125,NA,29.70000076,TL,Actinopteri,fusiform / normal
Unicolax ciliatus,Cyclopoida,Bomolochidae,Scomberomorus plurilineatus,Scombriformes,Scombridae,Scomberomorus,fusiform / normal,0,0,1,pelagic-neritic,oceanodromous,50,200,NA,120,FL,Actinopteri,fusiform / normal
Unicolax ciliatus,Cyclopoida,Bomolochidae,Scomberomorus guttatus,Scombriformes,Scombridae,Scomberomorus,fusiform / normal,0,1,1,pelagic-neritic,oceanodromous,15,200,NA,76,FL,Actinopteri,fusiform / normal
Unicolax ciliatus,Cyclopoida,Bomolochidae,Scomberomorus lineolatus,Scombriformes,Scombridae,Scomberomorus,fusiform / normal,0,0,1,pelagic-neritic,oceanodromous,NA,NA,NA,94,FL,Actinopteri,fusiform / normal
Unicolax ciliatus,Cyclopoida,Bomolochidae,Scomberomorus niphonius,Scombriformes,Scombridae,Scomberomorus,elongated,0,0,1,pelagic-neritic,oceanodromous,0,200,NA,113.1999969,TL,Actinopteri,fusiform / normal
Unicolax ciliatus,Cyclopoida,Bomolochidae,Scomberomorus semifasciatus,Scombriformes,Scombridae,Scomberomorus,fusiform / normal,0,1,1,pelagic-neritic,oceanodromous,NA,100,NA,120,FL,Actinopteri,fusiform / normal
Unicolax ciliatus,Cyclopoida,Bomolochidae,Scomberomorus tritor,Scombriformes,Scombridae,Scomberomorus,fusiform / normal,0,1,1,pelagic-neritic,oceanodromous,1,40,5,100,TL,Actinopteri,fusiform / normal
Unicolax ciliatus,Cyclopoida,Bomolochidae,Scomberomorus queenslandicus,Scombriformes,Scombridae,Scomberomorus,fusiform / normal,0,1,1,pelagic-neritic,oceanodromous,1,100,NA,100,FL,Actinopteri,fusiform / normal
Unicolax collateralis,Cyclopoida,Bomolochidae,Euthynnus affinis,Scombriformes,Scombridae,Euthynnus,fusiform / normal,0,0,1,pelagic-neritic,oceanodromous,0,200,NA,100,FL,Actinopteri,fusiform / normal
Unicolax collateralis,Cyclopoida,Bomolochidae,Sarda australis,Scombriformes,Scombridae,Sarda,fusiform / normal,0,0,1,pelagic-neritic,oceanodromous,NA,NA,NA,180,FL,Actinopteri,fusiform / normal
Unicolax collateralis,Cyclopoida,Bomolochidae,Sarda orientalis,Scombriformes,Scombridae,Sarda,fusiform / normal,0,0,1,pelagic-neritic,oceanodromous,1,167,NA,102,FL,Actinopteri,fusiform / normal
Unicolax collateralis,Cyclopoida,Bomolochidae,Cybiosarda elegans,Scombriformes,Scombridae,Cybiosarda,fusiform / normal,0,0,1,pelagic-neritic,oceanodromous,50,NA,NA,45,FL,Actinopteri,fusiform / normal
Unicolax collateralis,Cyclopoida,Bomolochidae,Euthynnus lineatus,Scombriformes,Scombridae,Euthynnus,fusiform / normal,0,0,1,pelagic-oceanic,oceanodromous,0,40,NA,84,FL,Actinopteri,fusiform / normal
Unicolax reductus,Cyclopoida,Bomolochidae,Katsuwonus pelamis,Scombriformes,Scombridae,Katsuwonus,fusiform / normal,0,0,1,pelagic-oceanic,oceanodromous,0,260,12,110,FL,Actinopteri,fusiform / normal
Bomolochus cuneatus,Cyclopoida,Bomolochidae,Clupea pallasii,Clupeiformes,Clupeidae,Clupea,fusiform / normal,1,1,1,pelagic-neritic,non-migratory,0,475,19,46,TL,Actinopteri,fusiform / normal
Bomolochus cuneatus,Cyclopoida,Bomolochidae,Gasterosteus aculeatus,Perciformes,Gasterosteidae,Gasterosteus,fusiform / normal,1,1,1,benthopelagic,anadromous,0,100,8,11,TL,Actinopteri,elongated
Bomolochus cuneatus,Cyclopoida,Bomolochidae,Rhacochilus vacca,Ovalentaria incertae sedis,Embiotocidae,Rhacochilus,short and / or deep,0,0,1,demersal,NA,NA,46,NA,44.20000076,SL,Actinopteri,short and / or deep
Bomolochus cuneatus,Cyclopoida,Bomolochidae,Clupea harengus,Clupeiformes,Clupeidae,Clupea,fusiform / normal,0,1,1,benthopelagic,oceanodromous,0,364,25,45,SL,Actinopteri,fusiform / normal
Bomolochus cuneatus,Cyclopoida,Bomolochidae,Hexagrammos stelleri,Perciformes,Hexagrammidae,Hexagrammos,fusiform / normal,0,0,1,demersal,NA,0,300,NA,48,TL,Actinopteri,fusiform / normal
Bomolochus cuneatus,Cyclopoida,Bomolochidae,Leptocottus armatus,Perciformes,Cottidae,Leptocottus,elongated,0,1,1,demersal,amphidromous,0,156,10,46,TL,Actinopteri,elongated
Bomolochus cuneatus,Cyclopoida,Bomolochidae,Embiotoca lateralis,Ovalentaria incertae sedis,Embiotocidae,Embiotoca,short and / or deep,0,0,1,demersal,NA,NA,21,10,38,TL,Actinopteri,short and / or deep
Boylea quilonensis,Cyclopoida,Bomolochidae,Elagatis bipinnulata,Carangiformes,Carangidae,Elagatis,fusiform / normal,0,0,1,reef-associated,NA,0,150,6,180,TL,Actinopteri,fusiform / normal
Acantholochus divaricatus,Cyclopoida,Bomolochidae,Scomberomorus brasiliensis,Scombriformes,Scombridae,Scomberomorus,fusiform / normal,0,0,1,reef-associated,oceanodromous,NA,NA,NA,125,FL,Actinopteri,fusiform / normal
Acantholochus asperatus,Cyclopoida,Bomolochidae,Scomberomorus cavalla,Scombriformes,Scombridae,Scomberomorus,fusiform / normal,0,0,1,pelagic-neritic,oceanodromous,5,140,14,184,TL,Actinopteri,fusiform / normal
Acantholochus crevalleus,Cyclopoida,Bomolochidae,Caranx hippos,Carangiformes,Carangidae,Caranx,fusiform / normal,0,1,1,reef-associated,oceanodromous,1,350,NA,124,TL,Actinopteri,fusiform / normal
Acantholochus nudiusculus,Cyclopoida,Bomolochidae,Scomberomorus sierra,Scombriformes,Scombridae,Scomberomorus,fusiform / normal,0,0,1,pelagic-neritic,oceanodromous,10,60,NA,99,FL,Actinopteri,fusiform / normal
Orbitacolax analogus,Cyclopoida,Bomolochidae,Mycteroperca microlepis,Perciformes,Serranidae,Mycteroperca,fusiform / normal,0,1,1,reef-associated,oceanodromous,30,160,31,145,TL,Actinopteri,fusiform / normal
Orbitacolax analogus,Cyclopoida,Bomolochidae,Epinephelus itajara,Perciformes,Serranidae,Epinephelus,fusiform / normal,0,1,1,reef-associated,NA,0,100,37,250,TL,Actinopteri,fusiform / normal
Orbitacolax analogus,Cyclopoida,Bomolochidae,Holocentrus rufus,Holocentriformes,Holocentridae,Holocentrus,fusiform / normal,0,0,1,reef-associated,NA,0,32,NA,35,TL,Actinopteri,fusiform / normal
Orbitacolax analogus,Cyclopoida,Bomolochidae,Lachnolaimus maximus,Eupercaria incertae sedis,Labridae,Lachnolaimus,short and / or deep,0,0,1,reef-associated, ,3,30,23,91,TL,Actinopteri,fusiform / normal
Orbitacolax analogus,Cyclopoida,Bomolochidae,Lagodon rhomboides,Eupercaria incertae sedis,Sparidae,Lagodon,fusiform / normal,1,1,1,demersal,NA,6,30,NA,40,TL,Actinopteri,fusiform / normal
Orbitacolax analogus,Cyclopoida,Bomolochidae,Malacanthus plumieri,Eupercaria incertae sedis,Malacanthidae,Malacanthus,elongated,0,0,1,reef-associated,NA,10,153,NA,70,SL,Actinopteri,fusiform / normal
Orbitacolax analogus,Cyclopoida,Bomolochidae,Microspathodon chrysurus,Ovalentaria incertae sedis,Pomacentridae,Microspathodon,short and / or deep,0,0,1,reef-associated,non-migratory,0,120,NA,21,TL,Actinopteri,short and / or deep
Orbitacolax analogus,Cyclopoida,Bomolochidae,Pseudupeneus maculatus,Mulliformes,Mullidae,Pseudupeneus,fusiform / normal,0,0,1,reef-associated,NA,0,90,NA,30,TL,Actinopteri,fusiform / normal
Orbitacolax analogus,Cyclopoida,Bomolochidae,Sparisoma aurofrenatum,Eupercaria incertae sedis,Scaridae,Sparisoma,fusiform / normal,0,0,1,reef-associated,NA,2,20,NA,28,TL,Actinopteri,fusiform / normal
Orbitacolax analogus,Cyclopoida,Bomolochidae,Abudefduf saxatilis,Ovalentaria incertae sedis,Pomacentridae,Abudefduf,short and / or deep,0,0,1,reef-associated,non-migratory,0,20,NA,22.89999962,TL,Actinopteri,short and / or deep
Orbitacolax analogus,Cyclopoida,Bomolochidae,Acanthurus bahianus,Acanthuriformes,Acanthuridae,Acanthurus,short and / or deep,0,0,1,reef-associated,NA,2,40,NA,NA,NA,Actinopteri,short and / or deep
Orbitacolax analogus,Cyclopoida,Bomolochidae,Acanthurus coeruleus,Acanthuriformes,Acanthuridae,Acanthurus,short and / or deep,0,0,1,reef-associated,NA,2,40,NA,39,TL,Actinopteri,short and / or deep
Orbitacolax analogus,Cyclopoida,Bomolochidae,Balistes vetula,Tetraodontiformes,Balistidae,Balistes,short and / or deep,0,0,1,reef-associated,NA,2,275,NA,60,TL,Actinopteri,short and / or deep
Orbitacolax analogus,Cyclopoida,Bomolochidae,Chaetodon capistratus,Acanthuriformes,Chaetodontidae,Chaetodon,short and / or deep,0,0,1,reef-associated,NA,2,20,NA,15,TL,Actinopteri,short and / or deep
Orbitacolax analogus,Cyclopoida,Bomolochidae,Clepticus parrae,Eupercaria incertae sedis,Labridae,Clepticus,fusiform / normal,0,0,1,reef-associated, ,8,100,NA,30,TL,Actinopteri,fusiform / normal
Orbitacolax analogus,Cyclopoida,Bomolochidae,Sparisoma rubripinne,Eupercaria incertae sedis,Scaridae,Sparisoma,fusiform / normal,0,0,1,reef-associated,NA,1,15,NA,47.79999924,TL,Actinopteri,fusiform / normal
Orbitacolax williamsi,Cyclopoida,Bomolochidae,Cheilinus fasciatus,Eupercaria incertae sedis,Labridae,Cheilinus,fusiform / normal,0,0,1,reef-associated,NA,4,60,NA,40,SL,Actinopteri,fusiform / normal
Orbitacolax williamsi,Cyclopoida,Bomolochidae,Cheilinus trilobatus,Eupercaria incertae sedis,Labridae,Cheilinus,short and / or deep,0,1,1,reef-associated,NA,1,30,NA,45,TL,Actinopteri,fusiform / normal
Orbitacolax williamsi,Cyclopoida,Bomolochidae,Cheilinus undulatus,Eupercaria incertae sedis,Labridae,Cheilinus,fusiform / normal,0,0,1,reef-associated,NA,1,100,32,229,SL,Actinopteri,fusiform / normal
Orbitacolax williamsi,Cyclopoida,Bomolochidae,Choerodon fasciatus,Eupercaria incertae sedis,Labridae,Choerodon,fusiform / normal,0,0,1,reef-associated,NA,5,35,NA,30,TL,Actinopteri,fusiform / normal
Orbitacolax williamsi,Cyclopoida,Bomolochidae,Epibulus insidiator,Eupercaria incertae sedis,Labridae,Epibulus,short and / or deep,0,0,1,reef-associated,NA,1,42,NA,54,SL,Actinopteri,fusiform / normal
Orbitacolax williamsi,Cyclopoida,Bomolochidae,Halichoeres chloropterus,Eupercaria incertae sedis,Labridae,Halichoeres,fusiform / normal,0,0,1,reef-associated,NA,0,10,NA,19,SL,Actinopteri,fusiform / normal
Orbitacolax williamsi,Cyclopoida,Bomolochidae,Halichoeres hortulanus,Eupercaria incertae sedis,Labridae,Halichoeres,fusiform / normal,0,0,1,reef-associated,NA,1,30,NA,27,TL,Actinopteri,fusiform / normal
Orbitacolax williamsi,Cyclopoida,Bomolochidae,Hemigymnus fasciatus,Eupercaria incertae sedis,Labridae,Hemigymnus,fusiform / normal,0,0,1,reef-associated,NA,1,25,NA,30,TL,Actinopteri,fusiform / normal
Orbitacolax williamsi,Cyclopoida,Bomolochidae,Hemigymnus melapterus,Eupercaria incertae sedis,Labridae,Hemigymnus,fusiform / normal,0,0,1,reef-associated,NA,1,30,NA,37,SL,Actinopteri,fusiform / normal
Orbitacolax williamsi,Cyclopoida,Bomolochidae,Oxycheilinus digramma,Eupercaria incertae sedis,Labridae,Oxycheilinus,fusiform / normal,0,1,1,reef-associated,NA,3,60,NA,40,SL,Actinopteri,fusiform / normal
Orbitacolax williamsi,Cyclopoida,Bomolochidae,Thalassoma jansenii,Eupercaria incertae sedis,Labridae,Thalassoma,fusiform / normal,0,0,1,reef-associated,non-migratory,1,15,NA,20,TL,Actinopteri,fusiform / normal
Orbitacolax williamsi,Cyclopoida,Bomolochidae,Thamnaconus degeni,Tetraodontiformes,Monacanthidae,Thamnaconus,short and / or deep,0,0,1,demersal,NA,NA,70,NA,28,TL,Actinopteri,short and / or deep
Orbitacolax williamsi,Cyclopoida,Bomolochidae,Scolopsis taenioptera,Eupercaria incertae sedis,Nemipteridae,Scolopsis,fusiform / normal,0,0,1,demersal,NA,2,50,NA,25,SL,Actinopteri,fusiform / normal
Orbitacolax williamsi,Cyclopoida,Bomolochidae,Coris batuensis,Eupercaria incertae sedis,Labridae,Coris,fusiform / normal,0,0,1,reef-associated,NA,2,30,NA,17,TL,Actinopteri,fusiform / normal
Pumiliopes opisthopteri,Cyclopoida,Bomolochidae,Opisthopterus tardoore,Clupeiformes,Pristigasteridae,Opisthopterus,fusiform / normal,0,1,1,pelagic-neritic,amphidromous,NA,NA,NA,23,TL,Actinopteri,fusiform / normal
Pumiliopes squamosus,Cyclopoida,Bomolochidae,Sardinella zunasi,Clupeiformes,Clupeidae,Sardinella,fusiform / normal,0,0,1,pelagic-neritic,oceanodromous,5,NA,NA,18,TL,Actinopteri,fusiform / normal
Pumiliopes squamosus,Cyclopoida,Bomolochidae,Sardinella fimbriata,Clupeiformes,Clupeidae,Sardinella,fusiform / normal,0,1,1,pelagic-neritic,NA,0,50,NA,13,SL,Actinopteri,fusiform / normal
Pumiliopes squamosus,Cyclopoida,Bomolochidae,Sardinella jussieu,Clupeiformes,Clupeidae,Sardinella,fusiform / normal,0,0,1,pelagic-neritic,NA,0,50,NA,16.5,SL,Actinopteri,fusiform / normal
Pseudoeucanthus kerkennensis,Cyclopoida,Bomolochidae,Diplodus puntazzo,Eupercaria incertae sedis,Sparidae,Diplodus,fusiform / normal,0,1,1,benthopelagic,oceanodromous,0,150,NA,60,TL,Actinopteri,fusiform / normal
Pseudoeucanthus spinosus,Cyclopoida,Bomolochidae,Acanthopagrus latus,Eupercaria incertae sedis,Sparidae,Acanthopagrus,short and / or deep,1,1,1,demersal,NA,NA,NA,NA,40,FL,Actinopteri,fusiform / normal
Pseudoeucanthus uniseriatus,Cyclopoida,Bomolochidae,Caranx crysos,Carangiformes,Carangidae,Caranx,fusiform / normal,0,1,1,reef-associated, ,0,100,11,70,TL,Actinopteri,fusiform / normal
Pseudoeucanthus uniseriatus,Cyclopoida,Bomolochidae,Chaetodon humeralis,Acanthuriformes,Chaetodontidae,Chaetodon,short and / or deep,0,0,1,reef-associated,NA,3,50,NA,25.39999962,TL,Actinopteri,short and / or deep
Pseudoeucanthus uniseriatus,Cyclopoida,Bomolochidae,Haemulon sciurus,Eupercaria incertae sedis,Haemulidae,Haemulon,fusiform / normal,0,0,1,reef-associated,NA,0,30,12,46,TL,Actinopteri,fusiform / normal
Pseudorbitacolax fimbriatus,Cyclopoida,Bomolochidae,Sardinella fimbriata,Clupeiformes,Clupeidae,Sardinella,fusiform / normal,0,1,1,pelagic-neritic,NA,0,50,NA,13,SL,Actinopteri,fusiform / normal
Orbitacolax aculeatus,Cyclopoida,Bomolochidae,Rastrelliger kanagurta,Scombriformes,Scombridae,Rastrelliger,fusiform / normal,0,0,1,pelagic-neritic,oceanodromous,20,90,4,NA,NA,Actinopteri,fusiform / normal
Orbitacolax aculeatus,Cyclopoida,Bomolochidae,Rastrelliger faughni,Scombriformes,Scombridae,Rastrelliger,fusiform / normal,0,0,1,pelagic-neritic,oceanodromous,150,NA,NA,20,FL,Actinopteri,fusiform / normal
Orbitacolax dactylopterusi,Cyclopoida,Bomolochidae,Dactylopterus volitans,Dactylopteriformes,Dactylopteridae,Dactylopterus,fusiform / normal,0,1,1,reef-associated,NA,1,100,NA,50,SL,Actinopteri,elongated
Orbitacolax hapalogenyos,Cyclopoida,Bomolochidae,Epinephelus itajara,Perciformes,Serranidae,Epinephelus,fusiform / normal,0,1,1,reef-associated,NA,0,100,37,250,TL,Actinopteri,fusiform / normal
Orbitacolax hapalogenyos,Cyclopoida,Bomolochidae,Prionotus nudigula,Perciformes,Triglidae,Prionotus,fusiform / normal,0,0,1,demersal,NA,15,200,NA,38.09999847,TL,Actinopteri,fusiform / normal
Orbitacolax hapalogenyos,Cyclopoida,Bomolochidae,Pseudupeneus maculatus,Mulliformes,Mullidae,Pseudupeneus,fusiform / normal,0,0,1,reef-associated,NA,0,90,NA,30,TL,Actinopteri,fusiform / normal
Orbitacolax hapalogenyos,Cyclopoida,Bomolochidae,Acanthurus coeruleus,Acanthuriformes,Acanthuridae,Acanthurus,short and / or deep,0,0,1,reef-associated,NA,2,40,NA,39,TL,Actinopteri,short and / or deep
Orbitacolax hapalogenyos,Cyclopoida,Bomolochidae,Clepticus parrae,Eupercaria incertae sedis,Labridae,Clepticus,fusiform / normal,0,0,1,reef-associated, ,8,100,NA,30,TL,Actinopteri,fusiform / normal
Nothobomolochus denticulatus,Cyclopoida,Bomolochidae,Sphyraena jello,Carangaria incertae sedis,Sphyraenidae,Sphyraena,elongated,0,1,1,reef-associated,oceanodromous,20,200,NA,150,TL,Actinopteri,elongated
Nothobomolochus denticulatus,Cyclopoida,Bomolochidae,Selar crumenophthalmus,Carangiformes,Carangidae,Selar,fusiform / normal,0,0,1,reef-associated,NA,0,170,NA,70,TL,Actinopteri,fusiform / normal
Nothobomolochus gerresi,Cyclopoida,Bomolochidae,Gerres filamentosus,Eupercaria incertae sedis,Gerreidae,Gerres,fusiform / normal,1,1,1,demersal,amphidromous,1,50,NA,39,TL,Actinopteri,short and / or deep
Nothobomolochus kanagurta,Cyclopoida,Bomolochidae,Rastrelliger kanagurta,Scombriformes,Scombridae,Rastrelliger,fusiform / normal,0,0,1,pelagic-neritic,oceanodromous,20,90,4,NA,NA,Actinopteri,fusiform / normal
Nothobomolochus kanagurta,Cyclopoida,Bomolochidae,Scomber japonicus,Scombriformes,Scombridae,Scomber,fusiform / normal,0,0,1,pelagic-neritic,oceanodromous,0,300,18,64,TL,Actinopteri,fusiform / normal
Nothobomolochus kanagurta,Cyclopoida,Bomolochidae,Rastrelliger faughni,Scombriformes,Scombridae,Rastrelliger,fusiform / normal,0,0,1,pelagic-neritic,oceanodromous,150,NA,NA,20,FL,Actinopteri,fusiform / normal
Nothobomolochus lateolabracis,Cyclopoida,Bomolochidae,Sillago sihama,Eupercaria incertae sedis,Sillaginidae,Sillago,elongated,0,1,1,reef-associated,amphidromous,0,60,7,31,SL,Actinopteri,elongated
Nothobomolochus lateolabracis,Cyclopoida,Bomolochidae,Lateolabrax japonicus,Acropomatiformes,Lateolabracidae,Lateolabrax,fusiform / normal,1,1,1,reef-associated,catadromous,5,NA,NA,102,TL,Actinopteri,fusiform / normal
Nothobomolochus quadriceros,Cyclopoida,Bomolochidae,Gazza minuta,Acanthuriformes,Leiognathidae,Gazza,fusiform / normal,0,1,1,demersal,NA,10,110,NA,21,FL,Actinopteri,short and / or deep
