...1,AphiaID_host,scientificname,valid_AphiaID,valid_name,isMarine,isBrackish,isFreshwater,taxon_path
4197,1022012,Fundulus catenatus,1022012,Fundulus catenatus,0,0,1,Animalia|Chordata|Teleostei|Cyprinodontiformes|Fundulidae|Fundulus|Fundulus catenatus
4198,1045003,Notropis ardens,1045004,Lythrurus ardens,0,0,1,Animalia|Chordata|Teleostei|Cypriniformes|Cyprinidae|Notropis|Lythrurus ardens
4199,1044819,Puntius partipentazona,1015547,Puntigrus partipentazona,0,0,1,Animalia|Chordata|Teleostei|Cypriniformes|Cyprinidae|Puntius|Puntigrus partipentazona
4200,1018036,Pararasbora moltrechti,1526067,Aphyocypris moltrechti,0,0,1,Animalia|Chordata|Teleostei|Cypriniformes|Cyprinidae|Pararasbora|Aphyocypris moltrechti
4201,1026979,Bagrus docmak,1026979,Bagrus docmak,0,0,1,Animalia|Chordata|Teleostei|Siluriformes|Bagridae|Bagrus|Bagrus docmak
4202,592846,Rhinichthys osculus,592846,Rhinichthys osculus,0,0,1,Animalia|Chordata|Teleostei|Cypriniformes|Cyprinidae|Rhinichthys|Rhinichthys osculus
4203,1045010,Etheostoma asprigene,1045010,Etheostoma asprigene,0,0,1,Animalia|Chordata|Teleostei|Perciformes|Percidae|Etheostoma|Etheostoma asprigene
4204,1045006,Notropis spilopterus,1020798,Cyprinella spiloptera,0,0,1,Animalia|Chordata|Teleostei|Cypriniformes|Cyprinidae|Notropis|Cyprinella spiloptera
4205,1020951,Fundulus notatus,1020951,Fundulus notatus,0,0,1,Animalia|Chordata|Teleostei|Cyprinodontiformes|Fundulidae|Fundulus|Fundulus notatus
4206,1044814,Notropis whipplei,1021459,Cyprinella whipplei,0,0,1,Animalia|Chordata|Teleostei|Cypriniformes|Cyprinidae|Notropis|Cyprinella whipplei
4207,1021441,Phenacobius mirabilis,1021441,Phenacobius mirabilis,0,0,1,Animalia|Chordata|Teleostei|Cypriniformes|Cyprinidae|Phenacobius|Phenacobius mirabilis
4208,567536,Notropis atherinoides,567536,Notropis atherinoides,0,0,1,Animalia|Chordata|Teleostei|Cypriniformes|Cyprinidae|Notropis|Notropis atherinoides
4209,1044807,Notropis analostanus,1021263,Cyprinella analostana,0,0,1,Animalia|Chordata|Teleostei|Cypriniformes|Cyprinidae|Notropis|Cyprinella analostana
